,name,historical_sold,price,rating_star,image,status
124,COMBO 5 Quần đùi nam thun cotton mặc ngủ thoải mái,22,10000000000,1.5,https://down-vn.img.susercontent.com/file/sg-11134201-22120-5x23xv9kiokv47_tn,normal
125,"Quần đùi thể thao nam, quần short  có 2 túi và có khoá kéo chắc chắn mặc nhà đi chơi đều đẹp SHORTGIO",39,3590000000,4.9,https://down-vn.img.susercontent.com/file/563906fc245c7c8f93568c880c8fc7e7_tn,normal
126,"COMBO 4 Quần đùi nam mặc nhà, mặc ngủ chất vải mềm đẹp co giãn",3,8800000000,0.0,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lj5ccqop60i4eb_tn,normal
127,"Quần đùi,quần sooc nam thể thao vải gió mềm mịn QSRN",4,5990000000,0.0,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lghp424gimay25_tn,normal
128,có bigsize- Áo đoàn sơ mi thanh niên nam nữ dài tay ngắn tay hàng loại tốt,1272,15000000000,4.675257731958763,https://down-vn.img.susercontent.com/file/1f420d917b75c2fff76efbddffc8dd38_tn,sold out
129,quần đùi nam unisex chất thun thoáng mát thoải mái vận động VIENMAU,8,15000000000,5.0,https://down-vn.img.susercontent.com/file/6a79eb8f35702f81b84454e19f668a7c_tn,sold out
130,"Quần Đùi Nam Thể Thao Chất Vải Thể Thao 2 Da Chun Mềm Mại, Co Dãn Vận Động Thoải Mái",9,10000000000,5.0,https://down-vn.img.susercontent.com/file/sg-11134201-22100-pjtsihrfz2iv6d_tn,sold out
131,Quần short nam thể thao chất umi hàn cao cấp co giãn thoải mái tiện mặc nhà đi chơi DUI13,3,15000000000,5.0,https://down-vn.img.susercontent.com/file/05f017e5566480c21384feeffe75a645_tn,sold out
132,"áo thun nam , áo phông nam thời trang asensal HOKO",5,15000000000,5.0,https://down-vn.img.susercontent.com/file/d6aefa5907f99ae167c1804f8a7f839f_tn,sold out
133,"Quần Short Thể Thao Nam (3 màu), Chất Liệu Cao Cấp, Chống Nhăn, Bền Màu, Co Giãn Tốt, Lưng Chun Thoải Mái",9,15000000000,5.0,https://down-vn.img.susercontent.com/file/22db9f56224447d3b8022d2903d1a227_tn,sold out
134,"Quần Sooc Ngố, Quần Short Đen 3 Sọc Kiểu Dáng Basic Vải Mát UN14",3,15000000000,5.0,https://down-vn.img.susercontent.com/file/5adf7b893d4e59c76ce519ebece35fa9_tn,sold out
135,"Áo Polo Nam cổ bẻ thun cá sấu nam phối màu, áo thun polo nam có cổ thời trang vải mềm mịn, thấm hút tốt",6,20000000000,5.0,https://down-vn.img.susercontent.com/file/731c97269ad8acfa2bd7277a715776ea_tn,sold out
136,"Quần Short Ngố 1 Viền V , Quần Short Dãn Siêu Đẹp, Phom Chuẩn 100%",1,15000000000,5.0,https://down-vn.img.susercontent.com/file/0c778bc532ac6a23f0ef6a71527155f5_tn,sold out
137,ÁO POLO ĐẸP HH HOKO,2,20000000000,5.0,https://down-vn.img.susercontent.com/file/e1b4ab23b022644b0b3b1c6b8e9cbeaa_tn,sold out
138,Combo 10 Quần Sịp Nam Nhiều Lưng Chất Vải Cotton Kháng Khuẩn Thấm Hút Và Co Dãn Tốt,6,20000000000,5.0,https://down-vn.img.susercontent.com/file/sg-11134201-22120-njhzzhgwhokv1d_tn,sold out
139,Quần đùi unisex nam in hình họa tiết chất vải thun co dãn 4 chiều thoải mái tập luyện hoặc đi chơi,7,15000000000,5.0,https://down-vn.img.susercontent.com/file/69d4e6653698493974ec49f4f94e3b6a_tn,sold out
140,"Quần short thun unisex, quần đùi nam nữ cá tính   UNQ08",2,10000000000,5.0,https://down-vn.img.susercontent.com/file/vn-11134201-23030-1aepce0nxoov2b_tn,sold out
141,Quần đùi thể thao Nam Quần short thun nam mặc nhà DUI04,30,10000000000,5.0,https://down-vn.img.susercontent.com/file/aec494682370a9a837c38de44d74feb9_tn,sold out
142,Đai Đeo Khẩu Trang Chống Đau Tai,42,600000000,5.0,https://down-vn.img.susercontent.com/file/279c2de10bb854f55aaca3232d6ee712_tn,sold out
143,ÁO POLO NAM THỜI TRANG HOKO,2,20000000000,5.0,https://down-vn.img.susercontent.com/file/77973b8f0442c33837c3e4d9a798c0bf_tn,sold out
144,áo thun nam đẹp thời trang hoko,1,15000000000,5.0,https://down-vn.img.susercontent.com/file/9a5ac309b3997f0fc38555ba6d706e05_tn,sold out
145,Quần short jean nam xanh nhạt trơn chất bò cao cấp co dãn 4 chiều NHIỀU MẪU MỚI-SHORTJEAN,43,13000000000,5.0,https://down-vn.img.susercontent.com/file/032ff86c22003de75294f7dd423d6554_tn,sold out
146,Quần short thể thao nam chất poly 2 da cao cấp lên form cực đẹp,78,10000000000,4.9523809523809526,https://down-vn.img.susercontent.com/file/sg-11134201-22100-97wm08goz2ivec_tn,sold out
147,Áo phông nam ba lỗ Áo Tank top kiểu lót form rộng sát nách co giãn mềm mịn tập gym cao cấp ABL3D,63,5500000000,4.944444444444445,https://down-vn.img.susercontent.com/file/823ea7013bb504a42e929ce79943ffbf_tn,sold out
148,Áo thun ba lỗ nam cao cấp sát nách chất thun lạnh trơn mịn mát ABL3D,69,5500000000,4.916666666666667,https://down-vn.img.susercontent.com/file/sg-11134201-22120-7qdo86wmn0kv84_tn,sold out
149,Quần short jean nam ngắn cao cấp big size chất bò kiểu trơn đơn giản hàng VN xuất khẩu- SHORTJEAN,48,13000000000,4.916666666666667,https://down-vn.img.susercontent.com/file/d46ec8c6b38690e32825e2bd2c701e6f_tn,sold out
150,"Áo thun ba lỗ nam sát nách (45-90KG) form oversize thoải mái, chất liệu single cotton 100% sợi tự nhiên ABL3D",466,5500000000,4.847619047619047,https://down-vn.img.susercontent.com/file/sg-11134201-22120-iwl4kparn0kv63_tn,sold out
151,Quần đùi nam chất vải thun poly 2 da cực xịn cao cấp,19,10000000000,4.833333333333333,https://down-vn.img.susercontent.com/file/sg-11134201-22100-6fl1235922iv0e_tn,sold out
152,Quần short jean nam ngắn cao cấp big size chất bò kiểu trơn đơn giản,223,13000000000,4.82258064516129,https://down-vn.img.susercontent.com/file/9806426d5b3dce335a1c2132d21141a0_tn,sold out
153,"Quần đùi nam thể thao có bigsize cao cấp, phong cách trẻ trung DUI02",23,18000000000,4.8,https://down-vn.img.susercontent.com/file/41f204b734af30b880cb9e82bc16389d_tn,sold out
154,"Áo phông nam ba lỗ thể thao sát nách co giãn thấm hút mồ hôi, chất liệu cotton siêu mát ABD3D",195,5500000000,4.7317073170731705,https://down-vn.img.susercontent.com/file/sg-11134201-22120-a0gprn2on0kve6_tn,sold out
155,Quần Thun lạnh thể thao NY có 02 túi khóa kéo chất vải mát dày đẹp LOGONY,183,10000000000,4.527272727272727,https://down-vn.img.susercontent.com/file/0f0b2109e1960de2360a1a7f4220b412_tn,sold out
156,"Quần short Unisex  Quần đùi chất nỉ da cá, Nam nữ đều mặc được   UNQ08",7,10000000000,4.5,https://down-vn.img.susercontent.com/file/vn-11134201-23030-zljy242sxoovdc_tn,sold out
157,Áo sơ mi đoàn thanh niên có bigsize nam nữ dài tay ngắn tay thoáng mát thấm hút tốt,73,15000000000,4.428571428571429,https://down-vn.img.susercontent.com/file/1f420d917b75c2fff76efbddffc8dd38_tn,sold out
158,"Quần đùi, quần short thể thao nam, vải thun lạnh co giãn 4 chiều DUI02",10,15000000000,3.5,https://down-vn.img.susercontent.com/file/c631d8d8a60c39e73b5fabd24d99f4bf_tn,sold out
159,"Quần short,Quần ngố nam vải dù (Loại Đẹp)",13,12000000000,3.0,https://down-vn.img.susercontent.com/file/7d4b318aeae2a00c7fb0073d1534c4d5_tn,sold out
160,Quần đùi nam thể thao bigsize chất thun poly 2 da cực sịn DUI02,18,15000000000,2.3333333333333335,https://down-vn.img.susercontent.com/file/8f37a05a82cf5be22ae4a873a10e6689_tn,sold out
161,Combo 10 Quần Sịp Nam Nhiều Lưng Chất Vải Cotton Kháng Khuẩn Thấm Hút Và Co Dãn Tốt Cạp To,2,20000000000,0.0,https://down-vn.img.susercontent.com/file/sg-11134201-22120-cehq5mpqhokv3f_tn,sold out
162,"Combo 5 Quần lót nam, quần sịp nam cotton,- Hàng Việt nam chất lượng cao COMBO5 QL01",1,10000000000,0.0,https://down-vn.img.susercontent.com/file/sg-11134201-23010-c7bmwlfvzumv1e_tn,sold out
163,Quần đùi nam thun thể thao có khóa kéo tiện lợi đi chơi hay mặc nhà,1,10000000000,0.0,https://down-vn.img.susercontent.com/file/sg-11134201-22100-s3eho87qz2iv9a_tn,sold out
164,Combo 5 Quần Lót Nam Cao Cấp Nhiều Lưng Sịp Nam Tam Giác Vải Cotton Co Dãn COMBO5 QL01,1,10000000000,0.0,https://down-vn.img.susercontent.com/file/sg-11134201-23010-r28u2z11zumva5_tn,sold out
165,"Quần đùi nam thể thao ,quần sooc nam thể thao vải gió mềm mịn",1,13000000000,0.0,https://down-vn.img.susercontent.com/file/7bf1f1aab5956881c7d85fb489ceaffd_tn,sold out
166,Quần Short Nam Nữ Viền V Túi Khóa Kéo Thun Poly Thể Dục Thể Thao Năng Động Cá Tính Unisex UN16,1,15000000000,0.0,https://down-vn.img.susercontent.com/file/33f93a2bc4fe7574f61e62f864727723_tn,sold out
167,Áo thun nam POLO trơn vải cá sấu cotton cao cấp ngắn tay cực sang trọng và lịch lãm HK1,1,25000000000,0.0,https://down-vn.img.susercontent.com/file/cc2e5db8f47171eed3eebe37029ed718_tn,sold out
168,Quần Short Nam Thể Thao Vải Umi Hàn Co Dãn 4 Chiều UN11,1,15000000000,0.0,https://down-vn.img.susercontent.com/file/a8a794bb1913a98739a396c887cc098a_tn,sold out
169,ÁO POLO ĐẸP HOKO,1,20000000000,0.0,https://down-vn.img.susercontent.com/file/dcd22eeacb86f5dfba58d50038ebc43a_tn,sold out
170,Combo 5 Quần Lót Nam Cao Cấp Nhiều Lưng Sịp Nam Tam Giác Vải Cotton Co Dãn thoải mái COMBO5 QL01,3,10000000000,0.0,https://down-vn.img.susercontent.com/file/sg-11134201-23010-c12lve96zumv92_tn,sold out
171,"Combo 5 Quần Lót Nam Cao Cấp,quần xì nam Nhiều Lưng Sịp Nam Tam Giác Vải Cotton Co Dãn COMBO5 QL01",0,10000000000,0.0,https://down-vn.img.susercontent.com/file/sg-11134201-23010-5e1binpc1umv46_tn,sold out
172,COMBO5 Quần lót nam nhiều lưng vải cotton cao cấp sịp nam tam giác COMBO05 QL01,0,10000000000,0.0,https://down-vn.img.susercontent.com/file/sg-11134201-23010-24z2pdpa1umvc2_tn,sold out
173,Quần đùi nam thể thao chất vải gió co giãn mềm mịn vận động thoải mái,1,12000000000,0.0,https://down-vn.img.susercontent.com/file/2bef70497903d5770ee6ef86e7587003_tn,sold out
174,Quần đùi nam thể thao có bigsize chất vải thun cao cấp có khóa kéo và dây rút,4,9000000000,0.0,https://down-vn.img.susercontent.com/file/vn-11134201-23020-zqxrtu0gdunv7a_tn,sold out
175,Quần đùi thể thao cao cấp nam quần short thun nam chất thun poly 2 da cực đẹp,1,9000000000,0.0,https://down-vn.img.susercontent.com/file/vn-11134201-23020-ntncducccunv53_tn,sold out
176,Áo thun nam POLO trơn vải cá sấu cotton cao cấp ngắn tay cực sang trọng và lịch lãm bo xịn 2 màu HK3,0,25000000000,0.0,https://down-vn.img.susercontent.com/file/d83f4277e0032e00aabebdb71275d8a3_tn,sold out
177,Quần Sóc Nam - Quần Ngố Nam VẢI THOÁNG MÁT TRẺ TRUNG NĂNG ĐỘNG UN23,0,15000000000,0.0,https://down-vn.img.susercontent.com/file/c2fa1da9be8df509011c71c2a8eb185e_tn,sold out
178,Áo thun nam POLO trơn vải cá sấu cotton cao cấp ngắn tay cực sang trọng HK1,0,25000000000,0.0,https://down-vn.img.susercontent.com/file/b831e071a43c305ce56e283c87c4e3fd_tn,sold out
